C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
60197,Customer#000060197,EuikGgOE0tZBgxmHeDgTEMBPmdJNN,2,12-777-866-8670,9454.45,HOUSEHOLD,uts. express platelets should cajole. express ideas from the furiously unusual requests cajole at the car
134491,Customer#000134491,sc4qNcMt3reSsZF6fBdRAs5PHchj,0,10-686-300-9546,4350.49,AUTOMOBILE,"deposits. furiously even packages haggle fluffily against the final, even dolphins. bl"
86879,Customer#000086879,t7w3nGX3CopKL,6,16-502-529-4162,4845.23,BUILDING,detect enticingly. carefully unusual instructions cajole slyly about the packag
104035,Customer#000104035,"h08b2xMWySM,7,RoaVc",18,28-441-576-6921,7646.78,FURNITURE,heodolites use carefully. quickly ironic asymptotes play furiously unusual ideas. ironic ideas kindle furious
25543,Customer#000025543,SlLFWElXXoAJj,12,22-850-551-9015,991.87,AUTOMOBILE,"ffily regular instructions haggle carefully even, regular p"
70456,Customer#000070456,VX9sjD4mU6eKmjY00aTA,21,31-741-639-7721,2708.07,FURNITURE,"e carefully regular, ironic pearls. quickly bold excuses print furiously along th"
26996,Customer#000026996,"LWk3gAkjJp2N,je,1DiAjdueZEMO",2,12-935-422-1544,5689.19,MACHINERY,eas alongside of the slyly regular platelets wake quickly abov
74203,Customer#000074203,hgwMFPPedJcveLkBKuH4,1,11-165-836-4043,3053.65,FURNITURE,st slyly. carefully ironic asymptotes run according to the bl
54421,Customer#000054421,t0mph4wfymoAGkVHNx1dXk2hc8G4Vd7rnxdIze,15,25-692-661-5524,5866.55,BUILDING,lets. quickly express deposits sleep after the carefully regular deposits. slyly final request
66568,Customer#000066568,"0lywYUITmGpEq87 KEdOJX8d6aqYD Z,um",13,23-655-874-2101,5358.75,BUILDING,eposits sleep ironic forges. ideas across the slyly final accounts 
10345,Customer#000010345,"e095pp9l,kI",3,13-595-638-5461,2783.88,BUILDING,"unts use furiously? packages detect evenly across the unusual packages. ironic, quick requests above"
75032,Customer#000075032,zTvZPJoVB8pBKJycO9,7,17-973-449-7044,2290.38,BUILDING,"nt, unusual packages sleep. furiously special requests affix fluff"
20140,Customer#000020140,EtKCRLBgxZW0Jf,13,23-317-557-3632,4503.65,AUTOMOBILE,e. blithely unusual instructions integrate slyly alongside of the ironic
127333,Customer#000127333,cMXLYK1pB1DtkR8f2JSLOeaqTxzOPtIALemrOU,10,20-780-710-8898,9486.98,BUILDING,"lar accounts. bold, regular accounts unwind idly against the quickly regular platelets. e"
64057,Customer#000064057,"khzKd6Pln2Vhvx,4",12,22-918-921-4499,4360.48,FURNITURE,"ross the ironic, ironic accounts. fluffily express packages caj"
84937,Customer#000084937,"e,dRqkEjjkzE4cqtlSooqxxG",8,18-623-860-2280,4669.01,MACHINERY,eas alongside of the furiously regular dependencies ar
99667,Customer#000099667,CPZueT4B3F7x94mfvkvrfhlYYYQwsQygTP,11,21-406-151-6960,3532.63,MACHINERY,. final packages wake furiously even platelets. carefully regular excuses boost carefully after the 
55064,Customer#000055064,IwJs3U9aVHALF0t,16,26-455-193-5664,3660.56,FURNITURE,ar packages integrate; deposits wake blithely furiously pendin
12460,Customer#000012460,g7cP5p32pc4I4F1fNhUftutI,13,23-150-127-8806,-363.49,FURNITURE,"ites nag furiously ironic, even deposits"
115085,Customer#000115085,"XjpB8V,01rucdICtD4 g3",17,27-925-264-3431,3463.82,BUILDING,uctions. quickly bold packages are slyly furiously bold accounts
126061,Customer#000126061,eo3twx0ayIWLa,24,34-733-354-4281,6427.97,HOUSEHOLD,"quickly ironic, bold deposits? slyly final accounts wake fur"
127606,Customer#000127606,7nIvHg7f1WzLTC14Pg,20,30-221-792-8141,8718.64,FURNITURE,kly express ideas wake according to the instructions. express accounts are boldly along the silent instructions. ca
27784,Customer#000027784,DsHqJ0Aee 1Flmk4jbhRbDTIo7gXMUxhF5FS,10,20-792-382-6584,-218.23,BUILDING,ions sleep furiously ironic instructions. ironic packages use quickly: blithely pending deposits sleep p
71128,Customer#000071128,",4FvG2f0z63tCii4xWRm",13,23-234-737-3135,7777.01,AUTOMOBILE," the slyly special courts. regular, even depths hang carefully carefully ruthless theodolites. unusual i"
92570,Customer#000092570,E5hh8FvuuJmC8q5daiciYYOPnt8fW,8,18-990-774-9286,-919.05,FURNITURE,ously final packages. furiously unusual dept
53081,Customer#000053081,7u2WOwCL5lbEhyrBUf76qOrwpAulAk,9,19-460-352-2102,133.54,HOUSEHOLD,"sits sleep slyly final, unusual packages. even theodolites haggle slyly packages. slyly final courts wake"
101347,Customer#000101347,bV3keMTveRPSOnpsE4SWAKtAWchSAGtX,15,25-811-764-4940,7177.79,HOUSEHOLD, ironic accounts cajole furiously even instructions. finally final deposits use sl
102073,Customer#000102073,cHSBTRLNFC03TTmn,8,18-680-647-8083,-255.73,HOUSEHOLD,es. fluffily unusual packages print boldly around the blithely regular requests. eve
142612,Customer#000142612,"RzOF9976a8WpWaj,TiRqb",16,26-405-204-3104,8355.24,HOUSEHOLD,gular ideas nag fluffily blithely ironic escapades. carefully special excuses unwi
92179,Customer#000092179,"HO96,ZA UD6aHTBQRbkMb",9,19-278-391-9407,4229.50,FURNITURE,dencies maintain carefully against the carefully pending instructio
59614,Customer#000059614,0p1Xi NahgJB,10,20-331-946-8762,-100.75,HOUSEHOLD,ly regular theodolites along the fluffily unusual excuses cajole c
14524,Customer#000014524,nCAfLpA0vdCwpia,11,21-298-246-5383,4740.39,HOUSEHOLD, platelets according to the dependencies sleep fluffily even packages. ironic decoys wake furiously abo
128014,Customer#000128014,ApA AldvpFvp ibLKu,9,19-912-495-6563,9221.80,FURNITURE,"iously. bold, regular deposits wake among the slyly regular requests. carefully even accounts sleep. ironic war"
3085,Customer#000003085,3NRkeWbfZ6ZY1,6,16-912-561-8920,5977.83,BUILDING,gular ideas. quickly bold instructions in
46969,Customer#000046969,TWdVLTc x81hIEBkBcJ,1,11-294-196-2815,-327.91,MACHINERY,fily carefully ironic theodolites. packages are boldly. carefully
28619,Customer#000028619,"VI1xlc3Y9koFe,172mz3YX,JRSwtsLCGv",10,20-217-419-3836,798.77,AUTOMOBILE,ckages haggle carefully after the carefully pending deposits. blith
31396,Customer#000031396,"jrFqvskzWijA8Tk78UlxoC,cXy4WlT1Iyb5XDp6",13,23-705-201-5926,1332.17,MACHINERY,"boost. even, express packages wake carefully against the furiously blithe theodolites. si"
95518,Customer#000095518,"kF3iec4r,C4VCs04",11,21-738-652-6165,2149.87,BUILDING,ly final instructions. carefully final grouches after the carefully sil
57833,Customer#000057833,rkckAq44KpmUvlmXFaG,8,18-358-684-9539,6856.50,FURNITURE, special packages haggle quickly ironic dolp
54367,Customer#000054367,"CwAUX7okERN,4Bsyn6FjL6cJkue",6,16-335-951-3924,8622.43,BUILDING,ccounts boost furiously above the bu
104203,Customer#000104203,"j1WZ9tNdYFwNWKMhkaZyP0f7NVSrS9,INT",19,29-414-704-8332,3855.90,AUTOMOBILE,"riously ironic, even accounts. furiously special instructions above the slyly busy courts use quickly unusua"
73762,Customer#000073762,08U3M3mxeQKn mTF iEJHFlc,15,25-320-373-6596,-365.16,BUILDING,ges poach fluffily above the slyly even platelets: pinto beans sleep furiously according to the pending a
75061,Customer#000075061,LhxH4BqVm7FUp6i8zLWfhCmamyb,4,14-483-257-4614,3036.36,HOUSEHOLD, cajole blithely special foxes. carefully final requests nag final ideas. packages wake. furiously
140716,Customer#000140716,"kIBGJnT22YDms2 1ETzYkYoKqt,93j",18,28-536-143-5384,712.16,HOUSEHOLD,ajole slyly slyly silent deposits: Tiresias use furiously. express foxes nag b
54304,Customer#000054304,p1I7NMK705QOeNy4 9fQ4Yqot7rmeTlW,8,18-220-364-9313,965.51,MACHINERY,"luffily special pinto beans. even, even excuses wake furiously according to the final gifts. carefully pending depen"
2107,Customer#000002107," 4AWPXKe4aC3bYsTJvy49VcWZ,bR",17,27-285-327-1393,1229.95,MACHINERY,s. accounts believe final deposits. quietly pending deposits across the iron
84884,Customer#000084884,"wuSt JECjvFDUhpauyRGMFsm,fAw2wh1fVNxXk",21,31-753-401-5198,2247.71,HOUSEHOLD,"lyly into the pending, regular sheaves. furiously pending acc"
30338,Customer#000030338,"avkHG9e,S3QumWzIRTcSohA",8,18-401-383-9183,-232.89,MACHINERY,the boldly regular packages. special theodolites cajole slyly along the slyly ironic requests; idly 
3503,Customer#000003503,FzHYVZs50wQo,8,18-115-771-6865,793.84,AUTOMOBILE,"e regular foxes. express, pending packages along the quick"
124045,Customer#000124045,iK1Sv2uBEGuQnQUEcq6K1YF9Xr6WJf8RfyG,11,21-324-794-9079,5793.08,BUILDING, pending courts according to the carefully slow accounts detect along the
141812,Customer#000141812,"Zt MRSMUvje7jZuNEbdViV6KrA2N,Kru0JmuHM",6,16-581-251-1331,255.22,FURNITURE,lyly. blithely regular ideas wake. final excuses haggle quickly about the blithely regular packages. express d
67525,Customer#000067525,Zp4Fdw1ZFymZV526162x8f8VHJmW8lOJ7r,18,28-992-732-6986,4965.95,MACHINERY,luffily final packages wake busily; carefully furious foxe
70720,Customer#000070720,"2,qDIfYr6i,fHnoNkmAQ71G9zNmI,0ezS",12,22-589-940-9659,-970.38,FURNITURE,"ins. unusual, bold requests should use quickly. express epitaphs grow fluffily fluffily final requests"
66479,Customer#000066479,aYLIvSabjG37gqThlFXQsbPgdZYARVfq,17,27-200-833-7272,3699.43,HOUSEHOLD,bold foxes. blithely final dependencies wake slyly; furiously ironic ideas after the quic
143998,Customer#000143998,PnE10slFnL0czJliYyqOS 8i0wx3,18,28-651-488-3280,1731.70,FURNITURE,"y. slyly bold ideas about the bold decoys haggle fluffily pending, silent ideas. carefully pending epitaphs h"
146896,Customer#000146896,Ivdv2WwXgi88D3wmGHuoldEBAFfFf7S,21,31-101-375-3829,9575.05,HOUSEHOLD,boost quickly blithely regular epitaphs: blithely regular platelets are carefully i
119137,Customer#000119137,"gm,XeQrDvNjsxOgttaja",14,24-158-561-2921,9688.43,HOUSEHOLD," final accounts. fluffily unusual deposits cajole quickly ironic foxes. ironic, express foxes boost blit"
129925,Customer#000129925,zjcTF0xwCavpTbdEOF,6,16-345-350-5431,7578.55,HOUSEHOLD,deposits sleep carefully. carefully ironic requests gro
10837,Customer#000010837,"4u4h4BJJHuyQazPfsKN,rzt8B5fZ8TWpE",23,33-407-388-1460,8086.02,AUTOMOBILE,ng deposits. furiously bold requests wake fluffily. car
95365,Customer#000095365,aygkVs U1uoKeQ,4,14-992-534-7317,243.30,FURNITURE,ld pinto beans. silently ironic requests about the braids use furiously q
50176,Customer#000050176,kso578gKlm7cLGB2bUWGLdYyYeOAUB3J,7,17-996-906-6317,1413.64,BUILDING,". furiously regular decoys are slyly after the blithely special deposits. ironic, bol"
57164,Customer#000057164,"2fA,ZSgcbGwIs18nTHqPY42",16,26-630-475-4869,5816.42,HOUSEHOLD,structions. regular accounts wake. blithely ironic platelets nod slyly bold foxes. e
34168,Customer#000034168,tzar7CwyLJ6WuRcJWJ,24,34-650-440-6713,-700.42,FURNITURE,iously unusual accounts haggle sometimes. carefully regular ideas cajole slyly pinto beans. blit
19150,Customer#000019150,"TLid,dYuVWflonWEcLR",22,32-315-155-8546,1967.58,FURNITURE,atelets. slyly regular excuses sleep among the furi
3412,Customer#000003412,"Nb0S,UOjh5Y1sE47",22,32-530-434-9305,6295.61,MACHINERY,ong the furiously express foxes. final instructions above 
42028,Customer#000042028,Uh8OxNhh3VZhiJL9eF2bRLAt,2,12-711-646-1079,8179.96,FURNITURE,ross the accounts. regularly ironic courts are slyly final packages. unusual deposits nag fu
41584,Customer#000041584,p0NUkQc3Whugq5F16oNNxljl,23,33-694-287-2208,-208.93,AUTOMOBILE,ets are carefully carefully pending requests. bold pinto beans print carefully acr
125959,Customer#000125959,LKCgtGrEQSuDxjErH7A6FLw7Zs,17,27-418-335-5074,185.76,AUTOMOBILE,furiously? accounts cajole carefully carefully bold ideas. re
95662,Customer#000095662,tEelahd Ucy2mjxsHK0vpEYHXbqZL3839lNRdj,16,26-406-128-6387,8176.92,HOUSEHOLD,oxes! foxes hinder quickly regular requests. furious
886,Customer#000000886,QOTGbGPJjNPD7IrfAILA1da,12,22-771-691-7229,1194.33,AUTOMOBILE,"slyly even foxes according to the pending, special accounts use carefully against the courts. regular,"
133894,Customer#000133894,mAp9UnBttjm318uCYhcbsw816PuVwj8bJtDjJD,11,21-186-469-3688,5340.55,HOUSEHOLD,s sleep furiously about the blithely silent pinto
41363,Customer#000041363,"bUwHVQH5N,",5,15-709-503-3948,2343.29,AUTOMOBILE, ironic requests about the fluffily even instructions wake above th
114976,Customer#000114976,4RaP1SkUbGQckW0BILQoQ5kbeNS29Yk,17,27-451-140-5947,8824.99,BUILDING,he carefully pending foxes. blithely ironic accounts nag ironi
42131,Customer#000042131,"rrcFefFOAFWplxJOI7XO2g9eMVugvUH0yx,",0,10-813-933-2303,-953.07,AUTOMOBILE,"ongside of the unusual, unusual deposits use at the slyl"
121963,Customer#000121963,BXbJiZZh3vU4HCmzXPCgQB41bCWJw6x5 4Zap,6,16-392-255-1304,-862.09,MACHINERY, the furiously unusual instructions. slyly final accounts across the special dependencies nag slyly behind 
55786,Customer#000055786,zol2Xd7xY81RD2j5xYOpqmRvsIUNUKqSeB,13,23-297-897-4255,6113.81,HOUSEHOLD,"e regular, unusual dolphins. blithely final"
103129,Customer#000103129,fBcHY7AawxqfkV5oVlplWph9NfQGUw3O,21,31-643-621-4125,9023.24,HOUSEHOLD,"ously regularly final tithes. express, final ideas c"
137129,Customer#000137129,7V4NOdGSBzGDMBPQsK,3,13-692-187-3682,9389.94,HOUSEHOLD,ecial requests sleep slowly bold accounts. dolph
68845,Customer#000068845,pkNr56U6W37o,19,29-200-719-7265,2136.90,AUTOMOBILE,"nic requests. unusual, ironic deposits "
107434,Customer#000107434,okcYvUDUIZPavW7nCcRmiMLFNDitIWiV3Cub5W,19,29-972-543-2204,7716.42,HOUSEHOLD,ugouts wake of the express theodolites. regular grouches alongside of the even deposits boos
106118,Customer#000106118,lWo5qIR0lYYttjpvGxv5Sxw5qK qxsSEz,9,19-688-394-8695,7191.94,FURNITURE,unusual warhorses haggle blithely above the furiously express requests. express
67394,Customer#000067394,YC2j4H98m 59CRJT,2,12-552-848-3714,2927.11,FURNITURE,s. furiously silent dependencies wake. final packages sleep. fluffily regular ideas wake 
56197,Customer#000056197,BVcx vlH6b5g,24,34-337-698-5386,8070.45,FURNITURE,carefully after the furiously pending packages. carefully special requests sleep furiously against the even a
21055,Customer#000021055,eyYxE9pyBldLPhWX,2,12-688-337-5304,1229.92,FURNITURE,y bold platelets. carefully unusual somas about the fluffi
27715,Customer#000027715,cYkNTe8etDXwdEhaa1stc1hPDL6exQLhe,18,28-838-730-6077,9335.50,BUILDING,courts cajole carefully among the unusual packages. furiously ironic sheaves gro
65734,Customer#000065734,"lcQh3eyRC,M9kyVnkeq9JL",16,26-574-535-9512,3110.67,AUTOMOBILE,tain quickly toward the theodolites. requests a
136706,Customer#000136706,VtYycvYPWL,19,29-210-244-1998,6435.27,HOUSEHOLD,lyly above the deposits. carefully pending foxes about the blithely pending
81166,Customer#000081166,"dMa2p,XYp8miosr71RIU55r4R",23,33-932-635-4664,9274.56,FURNITURE,usly special requests integrate carefully final accounts. care
4682,Customer#000004682,"T9rAhBJVYVRNx9qYMG9X,Z88",0,10-998-231-8039,7906.49,BUILDING,bout the furiously even instructions. packages wake against the blithely pen
77300,Customer#000077300,ek7qTZoeShQvWzY0fxtBkhC2iBUKmHS1YX9EzMZ,23,33-106-199-1958,-305.66,AUTOMOBILE,"uriously beneath the accounts. carefully regular packages are. final, eve"
140131,Customer#000140131,Okvj1apa7ADmhVW0qcz3HRWefuQi8rmakavKgA,11,21-673-540-2599,9909.50,HOUSEHOLD,final foxes. carefully final ideas use quickly furiously final grouches! slyly
107081,Customer#000107081,zBsn9g1doHdA038Q2Bdea6K1kUhTRjTMuQLJ6,23,33-608-596-2332,8508.56,FURNITURE,"arefully express requests. regular, unusual accounts nag slyly ideas. carefully unusual p"
67211,Customer#000067211," kUNlnz5GDSU5,",14,24-321-261-9383,1344.50,BUILDING,ward the furiously even dependencies. quickly express asymptotes doubt
135541,Customer#000135541,"xrJk,KQWHrTWomQ,lhJaNywcYJNdRv5c1wmCs7oN",23,33-756-737-4216,6749.38,AUTOMOBILE, slyly regular ideas. furiously pending deposits wake regularly platelets.
66847,Customer#000066847,M95tYmq5Pv526,21,31-647-958-5880,6347.97,AUTOMOBILE,quests cajole quickly pending packages. slyly unusu
49306,Customer#000049306,R7pfG18oenZFvx0gV84s,21,31-796-335-1240,1448.77,BUILDING, daringly. even packages nag. slyly regular patterns around the even packages haggle deposits. blith
41290,Customer#000041290,D4PrkI7C7k6tkNqk6zpkLkd,16,26-875-310-5874,6563.57,HOUSEHOLD,xes atop the careful deposits use quickly acro
50051,Customer#000050051,5bSxkTPXv8YDtuZ,3,13-201-511-3395,6236.04,AUTOMOBILE,o the slyly final accounts. ca
83077,Customer#000083077,"LrV,27tbauz",17,27-626-100-6055,-469.96,MACHINERY,eep fluffily. blithely bold requests are theodolites. even packages are furiously. carefully pending pinto
30800,Customer#000030800,BK495qGHXhoqUTqc5VHjsSB8Ry2Bme 5vvfrdHsl,12,22-572-816-6287,4128.56,AUTOMOBILE,ully ironic packages. special theo
76858,Customer#000076858,OVgU95TZ9t xS,5,15-523-595-1853,5638.68,BUILDING,into beans. quickly silent pinto beans are slyly. regular packages slee
22498,Customer#000022498,l9baZ2BZPx1mNxv0uNGxwgxiNoCOrtJ8DfMt,22,32-100-575-2529,-642.79,HOUSEHOLD,"unts. express, regular ideas boost sometim"
28028,Customer#000028028,"2DXsDWPOP9x,ambN3FwGs",10,20-126-558-2509,-471.10,MACHINERY,the silent realms. regular requests believe doggedly express packages. furiously ironic asymptotes arou
73375,Customer#000073375,I8cgBjEZyAk6eM4GPpIpFUloyy4lvB,0,10-223-226-9013,1676.36,HOUSEHOLD,fter the final pinto beans. bravel
79745,Customer#000079745,cVa0NC8RLag9boxD6CmjNmWRm4g,16,26-972-227-7902,4148.26,HOUSEHOLD,"even theodolites sleep according to the regular asymptotes. final, ironic dolphins alongside "
53782,Customer#000053782,fZLiO5WBV4Q y3WagQHuNI kfC1,2,12-693-283-6742,7210.58,MACHINERY,ronic foxes. blithely regular dep
1567,Customer#000001567,D XMRaJOpRqLttO8yiMZ4tYU1L2nUr,24,34-146-945-2364,7209.94,BUILDING,thely ironic ideas. ruthlessly pending sauternes are furiously enticingly regular pinto
55301,Customer#000055301,5 uwJbUjViVn7Zetoj2qOpUK,20,30-758-781-7925,9117.74,MACHINERY,s across the quickly final excuses are against the foxes. special foxes cajole fluffily carefully unusual package
60269,Customer#000060269,d0xK5quV31JX4MFuD aZyq,6,16-775-972-8504,2834.65,FURNITURE,er the special ideas. deposits haggle slyly furiously un
41426,Customer#000041426,zdbxk89h7kRUMB0ShbW7bcWe59 ,9,19-317-859-5811,3867.94,MACHINERY,"s. deposits nod across the final instructions. ironic, regular packages are slyly-- ca"
17968,Customer#000017968,4xfF4ICMgMU,9,19-253-745-6009,-920.22,AUTOMOBILE,lly even requests sleep. unusual requests need to sleep. regular accounts are slyly carefully eve
9199,Customer#000009199,Se rJvEU790oUOUkrdwGROXAnIjf4KHGZf28M,21,31-197-118-1001,9870.13,FURNITURE,s haggle slyly express packages. final d
